user_id,signup_date,device_type,acquisition_channel,region,kyc_completed,referral_source
1166,2024-08-02,iOS,Social,West,1,
1167,2025-01-27,iOS,Paid,East,1,
1168,2025-05-05,iOS,Organic,South,0,
1169,2024-12-17,Android,Organic,North,0,
1170,2024-05-02,Android,Referral,North,0,PromoCode
1171,2024-10-24,Android,Paid,East,0,
1172,2024-11-21,Web,Organic,North,1,
1173,2024-08-18,iOS,Paid,North,0,
1174,2025-05-10,iOS,Organic,West,0,
1175,2024-09-24,Android,Referral,South,1,PromoCode
1176,2024-08-31,iOS,Organic,North,1,
1177,2025-01-09,Android,Referral,South,0,Influencer
1178,2025-02-14,Android,Referral,North,0,Influencer
1179,2024-11-01,Android,Organic,South,0,
1180,2024-07-24,Android,Paid,South,0,
1181,2024-02-23,Android,Referral,North,1,PromoCode
1182,2024-05-09,iOS,Organic,West,0,
1183,2024-06-08,Android,Organic,South,1,
1184,2024-06-04,Android,Organic,South,0,
1185,2025-03-20,Android,Paid,North,1,
1186,2024-10-18,Android,Paid,South,1,
1187,2024-03-20,iOS,Organic,South,1,
1188,2024-11-19,iOS,Paid,West,0,
1189,2024-01-12,iOS,Organic,South,1,
1190,2024-08-12,iOS,Social,West,1,
1191,2025-04-05,iOS,Organic,South,1,
1192,2024-05-10,Android,Social,South,0,
1193,2025-03-03,iOS,Paid,West,0,
1194,2024-05-30,Android,Referral,West,0,Friend
1195,2024-05-02,Android,Paid,East,0,
1196,2024-12-27,Android,Referral,South,1,PromoCode
1197,2024-03-07,iOS,Organic,West,1,
1198,2025-04-20,iOS,Referral,South,1,PromoCode
1199,2024-12-28,Android,Paid,South,0,
1200,2024-11-02,iOS,Paid,South,0,
1201,2024-12-03,Web,Paid,North,0,
1202,2025-01-29,Android,Social,East,1,
1203,2024-10-18,Android,Referral,North,1,PromoCode
1204,2025-02-03,iOS,Organic,East,0,
1205,2025-06-02,Android,Referral,South,1,Influencer
1206,2025-02-20,iOS,Referral,South,1,PromoCode
1207,2024-03-03,Android,Social,West,1,
1208,2024-12-25,Android,Social,East,0,
1209,2024-07-08,iOS,Referral,East,1,Influencer
1210,2024-04-19,iOS,Organic,North,0,
1211,2024-05-15,iOS,Referral,East,0,Friend
1212,2024-03-22,iOS,Paid,South,1,
1213,2024-08-15,iOS,Social,West,1,
1214,2024-11-28,iOS,Organic,North,0,
1215,2024-09-01,Android,Organic,West,0,
1216,2024-12-03,Android,Organic,East,1,
1217,2024-05-24,Android,Referral,East,0,PromoCode
1218,2025-01-04,iOS,Social,North,1,
1219,2024-10-07,Android,Organic,East,1,
1220,2024-04-10,Android,Referral,West,1,Influencer
1221,2024-06-07,Android,Referral,South,1,Influencer
1222,2024-09-20,iOS,Referral,North,1,Friend
1223,2024-05-15,iOS,Organic,East,1,
1224,2024-06-13,Android,Social,West,1,
1225,2025-02-23,iOS,Organic,South,0,
1226,2024-04-26,Android,Referral,East,0,Influencer
1227,2025-04-08,Android,Organic,North,1,
1228,2024-06-08,iOS,Paid,East,0,
1229,2025-05-07,Android,Social,East,1,
1230,2025-06-27,Web,Organic,East,1,
1231,2024-01-09,Android,Organic,South,1,
1232,2025-03-11,Android,Referral,South,0,PromoCode
1233,2024-06-08,Web,Paid,East,0,
1234,2024-06-11,Android,Paid,East,0,
1235,2025-05-18,Web,Organic,North,0,
1236,2025-04-03,Web,Organic,East,1,
1237,2025-05-14,Android,Paid,West,1,
1238,2024-11-06,Android,Organic,West,1,
1239,2024-04-29,Android,Social,North,1,
1240,2025-03-04,Android,Organic,South,0,
1241,2024-06-10,Android,Paid,East,0,
1242,2024-11-27,Android,Organic,North,0,
1243,2024-09-11,Android,Organic,South,1,
1244,2024-12-04,Android,Referral,North,1,PromoCode
1245,2024-06-16,Web,Referral,South,1,PromoCode
1246,2025-06-28,iOS,Organic,East,1,
1247,2024-05-03,iOS,Organic,North,1,
1248,2024-07-11,Android,Organic,East,0,
1249,2025-04-30,iOS,Referral,North,1,Friend
1250,2025-05-21,Android,Paid,South,0,
1251,2025-01-13,iOS,Organic,North,1,
1252,2024-05-12,Web,Paid,West,0,
1253,2024-03-27,Android,Referral,West,1,Friend
1254,2024-08-28,iOS,Social,North,0,
1255,2024-06-09,iOS,Social,West,0,
1256,2024-07-12,Web,Organic,East,1,
1257,2025-03-04,iOS,Organic,West,0,
1258,2024-01-01,Android,Organic,West,0,
1259,2024-09-30,Android,Referral,East,1,PromoCode
1260,2024-07-22,Android,Social,East,1,
1261,2024-03-05,iOS,Paid,South,1,
1262,2025-05-29,Android,Organic,East,1,
1263,2024-05-31,iOS,Paid,North,0,
1264,2024-12-11,Android,Organic,West,0,
1265,2024-11-27,Android,Organic,South,1,
1266,2025-05-04,Android,Paid,East,0,
1267,2024-07-08,iOS,Organic,West,1,
1268,2024-04-12,Android,Organic,North,0,
1269,2024-10-09,Android,Referral,North,1,Friend
1270,2025-02-23,Android,Organic,South,1,
1271,2025-03-13,Android,Organic,North,1,
1272,2024-08-04,Android,Organic,West,1,
1273,2024-06-23,iOS,Social,East,1,
1274,2025-04-14,Android,Referral,North,1,Influencer
1275,2025-05-10,Android,Organic,East,1,
1276,2024-04-14,iOS,Paid,West,0,
1277,2025-04-18,Web,Organic,West,1,
1278,2024-11-22,iOS,Referral,East,0,Influencer
1279,2024-12-09,Android,Referral,West,0,PromoCode
1280,2024-01-23,iOS,Social,South,1,
1281,2024-04-02,Web,Paid,North,0,
1282,2024-01-08,iOS,Social,South,1,
1283,2024-10-10,Android,Social,South,1,
1284,2025-03-13,Android,Social,South,1,
1285,2025-02-13,iOS,Paid,East,1,
1286,2025-01-02,Android,Organic,East,1,
1287,2024-03-17,Android,Organic,West,0,
1288,2024-08-24,iOS,Organic,East,1,
1289,2024-08-05,iOS,Organic,West,0,
1290,2025-06-26,Android,Referral,East,0,PromoCode
1291,2025-04-20,iOS,Referral,West,1,PromoCode
1292,2024-03-12,Android,Social,North,0,
1293,2024-09-01,Android,Organic,West,0,
1294,2024-04-24,iOS,Organic,North,1,
1295,2024-02-10,Android,Referral,West,0,Friend
1296,2024-04-11,Android,Organic,East,0,
1297,2024-08-05,Web,Organic,East,0,
1298,2024-09-02,Android,Social,North,1,
1299,2025-01-19,Android,Referral,South,1,PromoCode
1300,2025-04-13,Web,Paid,South,1,
1301,2024-08-21,iOS,Social,West,0,
1302,2024-07-02,iOS,Referral,East,1,PromoCode
1303,2024-05-28,iOS,Referral,South,1,Friend
1304,2024-05-01,Android,Social,East,0,
1305,2024-05-05,iOS,Organic,East,1,
1306,2024-03-12,Android,Referral,East,1,PromoCode
1307,2024-06-06,iOS,Organic,West,1,
1308,2025-02-12,Android,Organic,North,1,
1309,2024-09-14,iOS,Social,West,0,
1310,2024-06-17,Android,Paid,South,1,
1311,2024-03-25,Android,Referral,North,1,Influencer
1312,2024-02-07,iOS,Social,South,1,
1313,2025-06-28,iOS,Social,North,1,
1314,2024-10-15,iOS,Social,North,1,
1315,2024-08-29,Android,Paid,West,1,
1316,2025-03-28,Android,Organic,East,1,
1317,2024-06-11,iOS,Organic,East,1,
1318,2024-05-31,iOS,Paid,North,0,
1319,2024-02-19,iOS,Organic,West,1,
1320,2024-07-14,Web,Paid,South,1,
1321,2024-04-25,iOS,Referral,South,0,PromoCode
1322,2024-05-28,Android,Social,East,0,
1323,2025-05-23,iOS,Referral,East,0,PromoCode
1324,2024-06-14,Web,Referral,South,0,PromoCode
1325,2024-01-21,iOS,Organic,South,0,
1326,2024-12-06,iOS,Organic,West,0,
1327,2024-05-31,iOS,Organic,South,1,
1328,2024-12-29,Android,Referral,West,0,Friend
1329,2025-05-31,Android,Organic,East,0,
1330,2025-02-25,Android,Referral,South,1,Friend
1331,2025-01-27,Web,Paid,East,0,
1332,2024-08-08,iOS,Organic,North,1,
1333,2024-12-04,Android,Organic,North,1,
1334,2024-01-02,Web,Paid,North,0,
1335,2024-12-27,Android,Paid,South,0,
1336,2025-05-15,Android,Referral,East,0,Influencer
1337,2025-05-09,iOS,Referral,South,0,Friend
1338,2024-07-04,iOS,Paid,East,0,
1339,2024-11-28,Android,Social,West,0,
1340,2024-05-17,Android,Paid,South,0,
1341,2025-05-16,Android,Social,North,1,
1342,2025-02-04,Android,Organic,West,0,
1343,2025-02-20,Android,Referral,East,1,Friend
1344,2024-05-06,Android,Organic,South,0,
1345,2025-02-23,Android,Organic,East,1,
1346,2024-08-20,Android,Organic,East,0,
1347,2024-12-29,Android,Paid,South,1,
1348,2025-06-20,Android,Organic,South,0,
1349,2024-03-21,iOS,Organic,East,1,
1350,2024-03-13,iOS,Social,East,0,
1351,2024-06-12,Android,Social,West,1,
1352,2025-06-30,Android,Referral,North,0,Influencer
1353,2025-04-11,Android,Referral,East,1,Friend
1354,2024-02-13,Android,Social,North,0,
1355,2024-07-01,Android,Paid,West,1,
1356,2024-02-06,Android,Organic,North,0,
1357,2024-12-02,Android,Social,North,0,
1358,2025-02-06,iOS,Referral,West,1,Influencer
1359,2025-03-12,Android,Paid,East,1,
1360,2025-05-07,Android,Paid,North,1,
1361,2024-06-22,iOS,Paid,East,1,
1362,2025-06-20,Android,Social,East,1,
1363,2025-02-09,Android,Organic,South,1,
1364,2025-05-11,Android,Social,East,0,
1365,2025-02-08,Android,Social,East,0,
1366,2024-09-19,iOS,Referral,North,1,Influencer
1367,2024-06-12,Android,Paid,East,1,
1368,2024-01-09,Android,Organic,East,1,
1369,2024-01-05,Android,Organic,South,1,
1370,2025-05-18,Android,Organic,South,0,
1371,2025-05-13,iOS,Referral,North,0,PromoCode
1372,2024-09-30,iOS,Paid,North,1,
1373,2024-06-30,Android,Organic,South,0,
1374,2024-08-20,Android,Organic,South,0,
1375,2025-04-12,Android,Social,West,1,
1376,2024-09-23,iOS,Organic,East,1,
1377,2025-06-29,Android,Social,North,0,
1378,2024-10-12,Android,Organic,North,1,
1379,2025-03-21,Android,Paid,East,0,
1380,2025-01-05,Android,Organic,East,0,
1381,2025-04-05,Android,Paid,North,1,
1382,2024-01-15,Android,Referral,South,1,PromoCode
1383,2024-05-18,Android,Organic,South,0,
1384,2024-01-13,Android,Paid,East,1,
1385,2024-02-21,Android,Referral,North,0,PromoCode
1386,2024-07-13,iOS,Referral,East,1,Influencer
1387,2024-12-28,Android,Referral,South,0,Friend
1388,2024-10-26,Android,Organic,West,1,
1389,2025-01-03,iOS,Paid,West,1,
1390,2024-02-17,Android,Social,South,0,
1391,2025-05-12,iOS,Social,East,1,
1392,2024-08-01,iOS,Social,West,1,
1393,2025-03-03,Android,Organic,South,0,
1394,2024-10-13,Web,Referral,North,1,PromoCode
1395,2024-03-07,Android,Referral,East,1,PromoCode
1396,2024-08-14,Android,Organic,East,1,
1397,2024-05-12,Android,Social,West,1,
1398,2024-04-14,Android,Referral,East,1,Influencer
1399,2024-06-02,iOS,Organic,West,1,
1400,2024-10-31,iOS,Organic,West,1,
1401,2024-09-19,iOS,Social,South,1,
1402,2024-09-29,Web,Organic,West,1,
1403,2024-02-01,iOS,Organic,North,0,
1404,2025-01-22,iOS,Paid,East,1,
1405,2025-04-14,Android,Organic,West,1,
1406,2024-11-21,Android,Social,East,1,
1407,2024-03-30,Android,Paid,West,1,
1408,2024-02-14,iOS,Paid,South,0,
1409,2024-08-13,Android,Social,North,0,
1410,2024-11-21,Android,Paid,East,1,
1411,2024-11-24,Android,Organic,South,1,
1412,2024-05-06,Android,Referral,East,1,PromoCode
1413,2024-04-26,Android,Paid,South,1,
1414,2024-12-23,Android,Organic,North,1,
1415,2024-11-20,iOS,Referral,West,0,PromoCode
1416,2024-09-18,Android,Social,South,1,
1417,2025-04-09,iOS,Referral,East,0,PromoCode
1418,2024-03-20,Android,Social,East,1,
1419,2024-04-14,Android,Referral,South,1,Influencer
1420,2025-06-08,Android,Referral,North,0,Influencer
1421,2025-07-03,Android,Social,North,0,
1422,2025-03-22,Android,Organic,West,0,
1423,2025-03-11,Android,Organic,West,1,
1424,2024-06-01,Android,Referral,East,0,PromoCode
1425,2025-02-26,Android,Paid,East,1,
1426,2024-10-09,Android,Organic,West,0,
1427,2025-03-02,iOS,Organic,West,1,
1428,2025-06-13,iOS,Organic,West,0,
1429,2024-09-07,Android,Paid,South,0,
1430,2025-02-21,Web,Social,West,0,
1431,2025-04-26,Android,Social,South,1,
1432,2025-03-25,iOS,Referral,South,1,Friend
1433,2024-05-05,iOS,Social,West,0,
1434,2024-09-23,iOS,Paid,North,0,
1435,2024-08-25,Android,Organic,North,0,
1436,2024-09-27,Android,Organic,East,1,
1437,2024-09-08,Android,Referral,West,0,PromoCode
1438,2024-10-27,Android,Organic,East,1,
1439,2024-05-02,Android,Paid,West,1,
1440,2024-10-09,Android,Referral,East,1,PromoCode
1441,2024-06-12,Android,Paid,South,1,
1442,2024-08-22,Android,Social,West,0,
1443,2024-11-22,iOS,Referral,North,1,Friend
1444,2025-02-10,iOS,Organic,West,0,
1445,2024-05-01,Web,Paid,East,1,
1446,2025-05-19,Android,Referral,East,1,PromoCode
1447,2024-06-16,iOS,Organic,East,0,
1448,2025-03-08,iOS,Organic,East,0,
1449,2025-03-19,Android,Paid,East,0,
1450,2024-09-27,Android,Social,East,0,
1451,2024-08-09,Web,Paid,North,0,
1452,2025-04-04,Android,Social,East,0,
1453,2024-01-18,Android,Social,North,0,
1454,2024-05-14,Android,Organic,West,1,
1455,2025-05-08,Android,Referral,South,1,Friend
1456,2024-01-24,iOS,Paid,North,1,
1457,2024-09-10,iOS,Organic,West,1,
1458,2024-05-05,Android,Referral,South,1,PromoCode
1459,2024-10-20,Android,Referral,North,1,Friend
1460,2024-04-24,Android,Organic,North,1,
1461,2024-12-02,Android,Social,West,1,
1462,2024-09-28,Android,Referral,East,0,PromoCode
1463,2025-06-15,iOS,Social,North,1,
1464,2024-05-12,Android,Organic,North,1,
1465,2025-02-02,Android,Social,West,1,
1466,2024-02-09,iOS,Organic,East,1,
1467,2024-04-10,Android,Organic,South,0,
1468,2024-11-24,iOS,Referral,East,0,Friend
1469,2024-12-04,iOS,Referral,East,1,PromoCode
1470,2024-02-09,iOS,Paid,West,1,
1471,2024-07-13,Android,Paid,East,0,
1472,2024-10-13,Android,Organic,West,0,
1473,2025-04-19,Android,Referral,South,1,Friend
1474,2024-05-05,Android,Paid,North,1,
1475,2024-09-21,iOS,Paid,North,1,
1476,2025-05-12,iOS,Paid,West,0,
1477,2025-03-12,iOS,Social,West,0,
1478,2024-06-24,Web,Referral,East,0,Friend
1479,2024-10-26,iOS,Referral,East,1,Influencer
1480,2024-05-21,Android,Social,North,0,
1481,2025-05-08,Android,Paid,North,0,
1482,2024-05-18,iOS,Organic,North,1,
1483,2024-12-19,Android,Organic,West,1,
1484,2025-02-13,Android,Referral,South,0,Friend
1485,2024-12-21,Android,Organic,South,1,
1486,2025-04-15,iOS,Paid,West,1,
1487,2024-09-25,Android,Organic,East,1,
1488,2024-11-06,iOS,Organic,South,1,
1489,2024-06-22,iOS,Paid,East,1,
1490,2024-02-14,Android,Social,North,0,
1491,2024-08-13,Android,Referral,North,1,Influencer
1492,2025-06-29,Android,Social,East,1,
1493,2024-09-02,iOS,Social,North,1,
1494,2024-11-18,iOS,Organic,West,1,
1495,2024-03-23,iOS,Organic,East,1,
1496,2025-03-12,Android,Referral,East,1,Friend
1497,2025-03-14,Android,Social,East,0,
1498,2025-06-17,Android,Paid,South,0,
1499,2024-10-23,iOS,Social,East,1,
1500,2024-10-07,Android,Organic,East,0,
1501,2024-01-12,Android,Organic,East,1,
1502,2025-03-21,Android,Referral,South,0,Influencer
1503,2024-03-18,Android,Paid,North,1,
1504,2025-06-16,Android,Organic,South,1,
1505,2024-04-04,Android,Organic,West,0,
1506,2025-01-09,Android,Organic,East,0,
1507,2025-04-16,Android,Referral,West,0,PromoCode
1508,2024-12-12,iOS,Social,South,0,
1509,2024-10-15,iOS,Social,North,1,
1510,2024-03-18,Android,Referral,North,1,Friend
1511,2025-06-01,iOS,Paid,East,0,
1512,2024-11-11,Android,Paid,North,1,
1513,2025-07-02,Android,Organic,South,0,
1514,2024-05-04,iOS,Organic,South,1,
1515,2024-05-10,iOS,Organic,North,0,
1516,2024-10-28,iOS,Social,East,1,
1517,2025-01-15,Android,Social,East,1,
1518,2024-05-11,Android,Paid,South,1,
1519,2025-02-13,iOS,Referral,North,1,Friend
1520,2024-12-08,Android,Organic,South,1,
1521,2024-06-08,Android,Referral,South,1,PromoCode
1522,2024-08-06,iOS,Referral,West,1,Friend
1523,2024-06-15,iOS,Paid,South,0,
1524,2024-02-24,iOS,Organic,East,1,
1525,2025-06-24,Android,Social,North,0,
1526,2024-01-07,iOS,Referral,North,1,Friend
1527,2024-10-24,Android,Social,West,1,
1528,2025-03-26,Android,Social,West,1,
1529,2025-06-29,iOS,Social,East,1,
1530,2025-06-23,Android,Organic,West,0,
1531,2024-04-21,Android,Organic,South,1,
1532,2024-07-22,iOS,Organic,South,0,
1533,2024-06-15,Android,Organic,East,0,
1534,2024-10-20,Android,Paid,North,1,
1535,2024-01-05,Android,Referral,East,0,Influencer
1536,2025-04-08,Android,Paid,West,1,
1537,2024-02-19,Android,Organic,North,1,
1538,2025-01-21,iOS,Social,North,1,
1539,2024-06-12,iOS,Organic,North,0,
1540,2024-02-25,Android,Organic,West,1,
1541,2024-09-10,iOS,Referral,South,1,Friend
1542,2025-03-22,Android,Referral,South,1,PromoCode
1543,2025-06-02,Android,Paid,West,1,
1544,2024-07-23,iOS,Organic,West,1,
1545,2025-04-02,Android,Referral,East,0,PromoCode
1546,2024-12-25,Web,Organic,East,1,
1547,2024-12-16,Android,Organic,South,1,
1548,2024-07-19,iOS,Referral,West,1,Friend
1549,2024-08-27,Android,Organic,East,0,
1550,2025-06-20,Android,Organic,West,1,
1551,2025-03-22,Android,Paid,West,1,
1552,2024-12-03,iOS,Social,South,1,
1553,2024-05-03,Android,Social,South,1,
1554,2025-06-28,Web,Paid,West,0,
1555,2024-09-17,Android,Organic,North,0,
1556,2025-04-27,Android,Organic,North,1,
1557,2025-03-24,Android,Organic,West,1,
1558,2024-05-05,iOS,Paid,South,1,
1559,2025-06-29,iOS,Referral,North,0,PromoCode
1560,2024-01-04,Android,Paid,South,1,
1561,2024-08-19,iOS,Paid,North,0,
1562,2025-03-27,Android,Organic,West,1,
1563,2024-03-27,iOS,Paid,East,0,
1564,2024-09-29,iOS,Organic,East,1,
1565,2024-07-25,Android,Paid,South,1,
1566,2024-11-12,Android,Referral,South,1,PromoCode
1567,2024-07-12,Web,Referral,North,1,PromoCode
1568,2025-06-29,iOS,Paid,West,1,
1569,2024-08-25,Android,Paid,North,0,
1570,2024-01-18,Android,Organic,West,1,
1571,2025-03-12,Android,Organic,West,1,
1572,2024-05-11,Android,Referral,South,0,Influencer
1573,2024-10-19,iOS,Organic,East,1,
1574,2024-06-24,iOS,Referral,East,1,PromoCode
1575,2025-06-07,Android,Referral,South,0,Influencer
1576,2025-04-12,Android,Social,East,0,
1577,2024-04-10,Android,Social,South,1,
1578,2025-05-23,Android,Organic,North,1,
1579,2024-10-06,Android,Social,West,0,
1580,2025-02-13,Android,Referral,East,1,Influencer
1581,2024-12-04,Android,Referral,East,1,Influencer
1582,2025-02-27,Android,Organic,North,0,
1583,2024-12-04,Android,Social,North,0,
1584,2024-06-14,Android,Organic,East,1,
1585,2025-05-24,Android,Social,East,1,
1586,2024-10-09,Android,Organic,South,1,
1587,2024-09-08,Android,Referral,South,1,PromoCode
1588,2024-10-11,Android,Paid,East,0,
1589,2024-06-28,Android,Organic,South,1,
1590,2024-08-01,iOS,Organic,North,1,
1591,2024-04-07,Web,Paid,West,0,
1592,2024-02-07,iOS,Organic,South,1,
1593,2024-08-02,Android,Paid,West,0,
1594,2024-05-02,iOS,Referral,South,1,Friend
1595,2024-01-28,iOS,Social,East,0,
1596,2024-12-30,Android,Referral,South,0,Influencer
1597,2024-08-12,Android,Organic,West,1,
1598,2025-01-29,iOS,Organic,West,0,
1599,2024-05-05,Android,Organic,East,1,
1600,2025-02-23,Android,Social,West,0,
1601,2024-05-16,iOS,Social,East,0,
1602,2024-07-26,iOS,Organic,East,0,
1603,2024-02-16,Android,Organic,West,0,
1604,2025-04-27,Android,Social,North,0,
1605,2024-07-16,Android,Social,West,1,
1606,2024-02-11,iOS,Social,West,0,
1607,2025-03-16,Android,Social,South,0,
1608,2024-01-08,Android,Paid,West,1,
1609,2024-04-19,iOS,Organic,South,0,
1610,2024-05-11,Android,Paid,South,1,
1611,2024-09-09,iOS,Paid,West,0,
1612,2025-04-29,Android,Paid,East,0,
1613,2025-02-12,Android,Paid,North,1,
1614,2024-08-20,iOS,Organic,West,1,
1615,2024-04-04,Android,Organic,West,0,
1616,2024-03-08,Android,Paid,East,1,
1617,2024-05-25,Android,Organic,South,0,
1618,2025-03-23,iOS,Paid,East,0,
1619,2024-03-12,Web,Social,East,1,
1620,2024-01-05,Web,Social,South,0,
1621,2024-07-10,Android,Paid,West,1,
1622,2024-12-18,Android,Paid,East,0,
1623,2025-01-05,Android,Organic,East,1,
1624,2025-06-19,iOS,Referral,West,1,Influencer
1625,2025-01-28,Android,Paid,West,1,
1626,2024-01-23,Web,Paid,North,0,
1627,2024-01-14,Android,Social,East,1,
1628,2025-03-14,Web,Paid,North,1,
1629,2024-07-20,iOS,Organic,South,1,
1630,2024-10-18,iOS,Organic,West,1,
1631,2024-11-01,Android,Paid,West,1,
1632,2024-06-09,Android,Paid,North,1,
1633,2024-09-11,Android,Social,East,0,
1634,2024-03-10,Android,Paid,South,1,
1635,2024-06-29,Android,Referral,East,1,Influencer
1636,2024-10-07,Android,Paid,East,0,
1637,2024-01-28,Android,Paid,North,1,
1638,2025-03-12,iOS,Paid,East,1,
1639,2024-04-19,iOS,Paid,North,1,
1640,2025-06-26,Android,Paid,West,0,
1641,2024-12-05,Web,Organic,West,0,
1642,2024-02-24,Android,Social,West,1,
1643,2025-01-28,Android,Organic,South,1,
1644,2024-07-25,Android,Organic,South,1,
1645,2024-09-17,iOS,Organic,East,1,
1646,2024-10-19,Android,Organic,North,1,
1647,2025-03-17,Android,Paid,East,0,
1648,2024-08-02,iOS,Organic,West,0,
1649,2025-05-10,Android,Organic,East,0,
1650,2025-02-12,iOS,Paid,East,0,
1651,2025-02-14,Web,Referral,East,1,Friend
1652,2025-04-04,Web,Organic,West,1,
1653,2024-05-15,Android,Paid,North,1,
1654,2024-03-26,Android,Referral,East,1,Friend
1655,2024-04-27,Android,Social,West,1,
1656,2024-11-25,Android,Referral,South,1,Influencer
1657,2024-10-18,Android,Organic,North,1,
1658,2025-02-11,Android,Referral,West,0,PromoCode
1659,2024-07-21,Web,Paid,East,1,
1660,2024-09-12,Web,Organic,West,0,
1661,2024-07-11,Android,Social,North,0,
1662,2025-01-05,Android,Paid,East,1,
1663,2024-12-13,Android,Social,South,0,
1664,2025-05-05,Android,Referral,South,0,PromoCode
1665,2025-03-30,iOS,Referral,South,1,Influencer
1666,2024-05-01,iOS,Referral,West,1,Friend
1667,2024-08-12,iOS,Paid,North,0,
1668,2024-02-25,iOS,Paid,South,0,
1669,2024-09-28,Android,Social,East,1,
1670,2025-04-07,iOS,Referral,East,0,Influencer
1671,2024-07-18,Android,Social,East,1,
1672,2024-11-25,Android,Social,West,1,
1673,2025-01-06,Android,Social,North,1,
1674,2025-03-07,Android,Referral,North,0,Influencer
1675,2024-11-13,Android,Paid,South,1,
1676,2024-10-07,Android,Organic,North,1,
1677,2024-10-14,Web,Referral,East,0,Friend
1678,2024-10-23,Android,Organic,East,0,
1679,2025-01-10,Android,Organic,West,0,
1680,2024-12-04,Android,Organic,East,1,
1681,2024-11-17,iOS,Social,North,1,
1682,2025-05-02,Android,Social,East,0,
1683,2024-03-25,Web,Referral,South,0,Friend
1684,2025-03-23,iOS,Paid,West,1,
1685,2025-03-26,Android,Referral,West,1,Friend
1686,2025-03-10,iOS,Referral,North,1,Friend
1687,2024-11-03,Android,Paid,East,0,
1688,2024-06-20,Android,Organic,East,0,
1689,2024-04-14,iOS,Organic,North,1,
1690,2025-07-02,Android,Paid,North,0,
1691,2024-05-19,Android,Referral,South,1,Friend
1692,2025-05-12,Android,Paid,North,1,
1693,2025-05-30,Android,Social,East,0,
1694,2025-05-05,Web,Organic,South,1,
1695,2024-03-16,Android,Organic,West,1,
1696,2025-01-13,iOS,Paid,East,1,
1697,2025-01-13,Android,Organic,West,1,
1698,2025-05-19,iOS,Organic,West,1,
1699,2024-07-02,Android,Organic,West,1,
1700,2025-03-11,Android,Paid,East,1,
1701,2025-01-10,iOS,Organic,West,0,
1702,2024-04-03,Android,Referral,East,0,PromoCode
1703,2024-01-20,Android,Paid,West,1,
1704,2024-09-16,Android,Organic,North,1,
1705,2024-09-22,iOS,Referral,North,1,Friend
1706,2025-05-02,Android,Organic,East,1,
1707,2024-07-22,Web,Social,West,0,
1708,2025-05-18,Android,Social,West,1,
1709,2024-09-07,Android,Organic,West,1,
1710,2024-09-23,iOS,Social,North,1,
1711,2024-08-29,iOS,Referral,West,0,PromoCode
1712,2024-09-27,iOS,Social,West,0,
1713,2024-07-20,Web,Referral,East,1,Friend
1714,2024-08-27,Android,Organic,West,1,
1715,2024-04-16,Android,Social,North,0,
1716,2025-07-03,Android,Organic,West,1,
1717,2025-03-06,iOS,Organic,North,0,
1718,2024-10-13,iOS,Organic,North,1,
1719,2024-08-23,Android,Organic,South,1,
1720,2024-07-26,Android,Paid,North,1,
1721,2024-01-07,Android,Referral,South,1,Friend
1722,2025-02-24,iOS,Social,South,1,
1723,2024-12-11,Android,Organic,West,1,
1724,2024-09-09,Android,Social,South,1,
1725,2024-02-02,Android,Social,East,1,
1726,2025-02-14,iOS,Organic,North,0,
1727,2025-03-04,iOS,Organic,East,1,
1728,2025-03-21,iOS,Social,South,0,
1729,2024-06-04,Android,Referral,West,0,PromoCode
1730,2024-11-19,Android,Referral,North,1,PromoCode
1731,2025-03-24,iOS,Referral,East,1,Friend
1732,2024-07-31,Web,Paid,West,0,
1733,2024-11-08,Android,Organic,South,1,
1734,2024-08-25,Android,Paid,West,1,
1735,2024-05-04,Android,Organic,East,0,
1736,2024-02-21,Android,Referral,West,1,PromoCode
1737,2025-02-21,iOS,Social,East,0,
1738,2024-05-13,Android,Paid,West,1,
1739,2025-02-01,Android,Social,North,1,
1740,2024-12-04,Android,Paid,West,0,
1741,2024-08-02,Android,Referral,North,1,Influencer
1742,2025-02-23,Android,Referral,East,1,Friend
1743,2025-06-03,Android,Social,North,1,
1744,2025-01-01,Android,Referral,West,1,Friend
1745,2024-11-03,iOS,Organic,North,1,
1746,2024-03-15,Android,Social,East,0,
1747,2024-04-10,Android,Referral,West,0,Friend
1748,2024-07-30,Web,Organic,North,1,
1749,2024-12-23,iOS,Referral,North,1,Influencer
1750,2025-03-04,iOS,Social,South,0,
1751,2024-11-10,Android,Paid,North,1,
1752,2025-01-14,Android,Organic,South,0,
1753,2025-03-07,Android,Social,East,0,
1754,2025-05-17,Android,Referral,South,0,PromoCode
1755,2025-06-02,Android,Paid,East,1,
1756,2024-01-03,Web,Organic,North,1,
1757,2025-06-03,Android,Organic,North,0,
1758,2024-10-31,Android,Referral,South,1,Friend
1759,2024-06-11,Android,Social,East,0,
1760,2024-12-12,Android,Organic,North,1,
1761,2025-05-16,iOS,Organic,South,0,
1762,2025-03-03,Android,Organic,South,1,
1763,2024-08-26,iOS,Referral,South,1,PromoCode
1764,2024-06-02,Web,Organic,North,1,
1765,2025-02-13,Android,Organic,East,0,
1766,2024-06-21,Android,Organic,North,0,
1767,2024-10-08,Web,Referral,West,1,Friend
1768,2025-05-11,iOS,Paid,West,1,
1769,2025-03-10,Android,Organic,North,1,
1770,2025-07-02,Web,Social,East,1,
1771,2025-03-30,Android,Organic,South,1,
