transaction_id,user_id,transaction_date,amount,category,payment_method,status
3125,823,2025-06-20,551.89,shopping,Card,success
3126,823,2025-04-12,1496.48,bill_pay,UPI,success
3127,823,2025-03-31,2088.71,bill_pay,UPI,success
3128,825,2025-03-02,1585.95,recharge,UPI,success
3129,825,2025-06-13,1430.34,shopping,UPI,success
3130,825,2025-02-04,542.94,shopping,UPI,success
3131,825,2024-12-19,2449.47,bill_pay,UPI,success
3132,825,2025-01-09,512.44,investment,UPI,success
3133,825,2024-12-05,1860.66,investment,UPI,success
3134,825,2024-10-19,1527.46,bill_pay,NetBanking,success
3135,825,2025-03-11,1471.45,bill_pay,UPI,success
3136,825,2025-01-29,1013.6,shopping,UPI,success
3137,825,2024-12-21,423.71,recharge,Card,success
3138,825,2025-06-06,1086.08,shopping,Wallet,success
3139,825,2025-02-27,329.37,investment,UPI,success
3140,825,2025-07-04,684.2,recharge,UPI,failed
3141,825,2025-03-28,5877.29,recharge,UPI,success
3142,825,2025-04-02,1000.17,bill_pay,NetBanking,success
3143,825,2024-12-03,4240.12,bill_pay,UPI,success
3144,825,2025-06-21,5068.58,bill_pay,UPI,success
3145,825,2025-01-21,958.67,recharge,UPI,success
3146,825,2025-04-27,1626.49,recharge,UPI,success
3147,825,2025-01-08,321.36,recharge,UPI,success
3148,828,2025-06-24,2663.19,recharge,Card,success
3149,828,2025-05-24,1364.06,recharge,UPI,success
3150,828,2025-02-05,211.14,shopping,Card,success
3151,828,2025-02-23,1463.01,recharge,UPI,success
3152,828,2025-01-17,2033.68,bill_pay,NetBanking,success
3153,828,2025-05-07,398.08,recharge,UPI,success
3154,828,2025-05-09,295.55,shopping,UPI,success
3155,828,2025-05-06,310.99,bill_pay,Card,success
3156,828,2025-06-16,709.06,recharge,UPI,success
3157,828,2025-05-02,2696.26,recharge,Card,success
3158,828,2024-12-20,1253.39,bill_pay,UPI,success
3159,828,2024-12-15,1114.96,shopping,UPI,success
3160,828,2025-04-03,174.81,shopping,NetBanking,success
3161,828,2025-07-02,1382.94,shopping,UPI,failed
3162,828,2024-12-14,813.69,recharge,Card,success
3163,828,2024-12-28,667.18,recharge,Card,success
3164,828,2025-02-22,1642.17,investment,Card,success
3165,829,2024-10-21,245.37,recharge,UPI,success
3166,829,2025-03-01,178.87,recharge,UPI,failed
3167,829,2024-10-08,4048.89,recharge,UPI,success
3168,829,2024-09-08,863.46,shopping,UPI,success
3169,829,2025-03-02,845.18,shopping,Card,success
3170,829,2025-01-16,2350.08,shopping,UPI,failed
3171,829,2024-06-14,911.15,recharge,Card,success
3172,829,2024-09-27,1942.04,recharge,UPI,success
3173,829,2025-04-24,130.24,investment,UPI,success
3174,829,2024-11-02,3799.14,bill_pay,UPI,success
3175,829,2024-10-03,150.2,recharge,UPI,success
3176,829,2025-02-10,3870.57,recharge,UPI,success
3177,829,2024-11-22,1883.14,bill_pay,UPI,success
3178,833,2024-08-12,898.14,investment,UPI,success
3179,834,2025-03-16,734.45,recharge,NetBanking,success
3180,834,2025-02-23,403.11,bill_pay,UPI,success
3181,834,2025-03-08,1717.55,shopping,UPI,success
3182,834,2025-05-07,222.45,shopping,Card,success
3183,834,2025-04-05,600.87,bill_pay,UPI,success
3184,834,2025-06-16,3101.02,shopping,UPI,success
3185,834,2025-07-01,5064.22,bill_pay,Card,success
3186,834,2025-05-15,741.93,investment,UPI,success
3187,834,2025-04-01,557.39,shopping,NetBanking,failed
3188,834,2025-04-26,231.03,recharge,UPI,success
3189,834,2025-05-22,133.88,bill_pay,UPI,success
3190,834,2025-04-01,1341.41,bill_pay,Card,success
3191,836,2025-04-02,4790.52,bill_pay,UPI,success
3192,836,2025-05-01,198.1,bill_pay,UPI,success
3193,836,2025-05-05,825.61,investment,UPI,success
3194,836,2025-04-03,362.03,recharge,UPI,success
3195,836,2025-04-16,136.25,recharge,UPI,success
3196,836,2025-04-05,2705.81,investment,UPI,failed
3197,836,2025-05-01,1550.37,bill_pay,UPI,success
3198,836,2025-07-04,805.08,recharge,UPI,failed
3199,836,2025-03-27,718.89,bill_pay,UPI,success
3200,836,2025-05-25,282.85,bill_pay,Card,success
3201,836,2025-05-01,671.25,bill_pay,UPI,success
3202,836,2025-05-06,819.97,bill_pay,UPI,failed
3203,836,2025-03-30,847.97,recharge,UPI,success
3204,836,2025-06-03,150.12,recharge,UPI,success
3205,836,2025-05-30,1267.11,investment,UPI,success
3206,837,2025-04-28,2689.04,recharge,UPI,success
3207,837,2024-08-31,1426.56,investment,Card,success
3208,837,2025-03-17,1700.4,investment,UPI,success
3209,837,2025-04-11,2403.42,recharge,NetBanking,success
3210,837,2025-04-20,694.44,shopping,UPI,success
3211,837,2024-09-30,3156.67,shopping,UPI,success
3212,837,2025-05-01,1816.75,shopping,UPI,success
3213,837,2025-06-30,330.19,bill_pay,Wallet,success
3214,837,2024-10-25,639.93,bill_pay,Wallet,success
3215,837,2025-06-22,2408.11,investment,UPI,success
3216,837,2024-10-05,250.67,recharge,UPI,success
3217,837,2025-02-22,1238.3,recharge,Wallet,success
3218,837,2024-05-23,470.18,bill_pay,UPI,success
3219,837,2024-06-15,823.61,recharge,Card,success
3220,837,2024-07-14,1154.6,recharge,UPI,success
3221,837,2025-03-05,878.76,bill_pay,Card,success
3222,837,2024-12-21,425.97,bill_pay,NetBanking,success
3223,837,2024-07-20,3120.05,investment,UPI,success
3224,839,2024-11-24,2865.67,shopping,Card,success
3225,839,2025-06-20,2413.19,recharge,Card,failed
3226,839,2025-01-25,370.45,shopping,Card,success
3227,839,2025-04-05,605.5,bill_pay,UPI,success
3228,839,2024-11-18,318.41,investment,UPI,success
3229,839,2025-06-08,1677.14,shopping,Card,failed
3230,839,2025-04-03,757.68,bill_pay,UPI,success
3231,839,2025-06-04,530.95,recharge,Card,success
3232,839,2025-04-30,618.27,recharge,UPI,success
3233,839,2025-02-20,767.59,recharge,UPI,success
3234,839,2025-05-03,1179.33,recharge,UPI,success
3235,839,2025-02-15,935.56,shopping,UPI,success
3236,843,2025-04-07,2178.76,investment,UPI,success
3237,843,2025-03-19,1847.62,bill_pay,Card,failed
3238,843,2025-03-16,848.29,investment,UPI,success
3239,843,2025-03-28,807.68,recharge,UPI,success
3240,843,2025-05-19,608.6,recharge,UPI,success
3241,843,2025-03-13,237.79,bill_pay,Card,success
3242,843,2025-03-02,278.84,bill_pay,Card,success
3243,843,2025-04-14,7938.92,shopping,Card,success
3244,843,2025-06-02,3689.49,shopping,UPI,failed
3245,843,2025-06-17,2421.0,recharge,Card,success
3246,843,2025-04-05,741.71,bill_pay,UPI,success
3247,843,2025-06-02,2803.38,recharge,UPI,success
3248,843,2025-03-30,3575.23,shopping,UPI,failed
3249,843,2025-05-21,150.65,bill_pay,Wallet,success
3250,845,2024-12-09,1022.61,bill_pay,UPI,success
3251,845,2024-10-24,994.48,recharge,UPI,success
3252,845,2025-03-07,1773.9,recharge,UPI,success
3253,845,2025-01-02,5102.94,recharge,Card,success
3254,845,2025-05-20,323.53,recharge,UPI,success
3255,845,2025-05-08,487.01,bill_pay,Wallet,success
3256,845,2025-01-29,2329.19,shopping,Card,success
3257,845,2025-05-25,152.73,recharge,UPI,success
3258,845,2024-11-01,680.09,recharge,Wallet,success
3259,845,2024-09-23,465.27,investment,Card,success
3260,848,2025-03-01,5502.42,shopping,UPI,success
3261,848,2025-06-07,519.92,shopping,Wallet,success
3262,848,2024-06-13,326.91,recharge,Card,success
3263,848,2024-10-25,2019.67,shopping,UPI,success
3264,848,2024-05-14,2156.04,bill_pay,UPI,success
3265,848,2024-06-30,393.4,shopping,Card,success
3266,848,2024-10-05,1750.38,recharge,UPI,success
3267,848,2025-05-02,212.89,bill_pay,UPI,success
3268,849,2025-01-18,269.89,recharge,UPI,success
3269,849,2025-02-09,2376.5,shopping,Wallet,success
3270,849,2025-02-15,2792.74,shopping,UPI,success
3271,849,2024-10-18,1828.83,shopping,Card,success
3272,849,2025-01-17,139.1,investment,Card,success
3273,849,2025-07-03,197.97,shopping,NetBanking,success
3274,849,2024-08-24,1624.16,investment,UPI,success
3275,849,2025-03-17,703.19,bill_pay,UPI,success
3276,852,2025-07-05,2560.95,bill_pay,Card,success
3277,852,2025-06-26,179.99,recharge,UPI,success
3278,852,2025-07-01,333.5,shopping,UPI,success
3279,852,2025-06-11,420.4,recharge,Wallet,success
3280,852,2025-07-01,133.17,bill_pay,UPI,success
3281,852,2025-07-01,484.26,investment,UPI,failed
3282,852,2025-06-18,762.94,shopping,Card,success
3283,852,2025-07-02,131.72,investment,UPI,success
3284,852,2025-07-02,1582.86,recharge,UPI,success
3285,852,2025-07-04,1177.16,recharge,Card,success
3286,852,2025-06-21,219.88,shopping,Card,success
3287,852,2025-06-18,899.84,bill_pay,UPI,success
3288,852,2025-06-23,171.91,recharge,UPI,success
3289,852,2025-06-15,638.04,bill_pay,UPI,success
3290,852,2025-06-22,192.01,shopping,Card,failed
3291,852,2025-06-25,829.49,investment,UPI,success
3292,852,2025-06-13,481.84,investment,NetBanking,success
3293,853,2024-10-04,1936.84,shopping,UPI,success
3294,853,2025-04-26,202.56,recharge,Card,failed
3295,853,2024-05-09,8335.82,recharge,UPI,success
3296,853,2024-07-16,3661.84,bill_pay,Wallet,success
3297,853,2025-07-03,1998.02,bill_pay,UPI,success
3298,853,2024-08-27,978.26,shopping,UPI,success
3299,853,2024-12-06,432.65,investment,Card,success
3300,853,2024-05-11,227.51,bill_pay,Card,success
3301,853,2024-12-11,817.9,recharge,Card,success
3302,853,2025-02-06,280.26,recharge,UPI,success
3303,854,2025-04-11,4438.53,bill_pay,NetBanking,failed
3304,854,2024-10-13,1848.27,investment,UPI,success
3305,854,2024-11-10,1205.46,shopping,UPI,success
3306,854,2024-09-24,1328.38,recharge,UPI,success
3307,854,2024-09-30,2214.76,shopping,Card,success
3308,854,2024-07-31,967.01,bill_pay,Card,success
3309,854,2025-05-13,965.42,shopping,UPI,success
3310,854,2024-09-18,1809.74,shopping,UPI,success
3311,854,2024-08-16,1149.98,recharge,NetBanking,success
3312,854,2025-06-21,1758.67,bill_pay,UPI,success
3313,854,2024-10-26,3384.09,recharge,Card,success
3314,854,2024-07-10,1877.36,shopping,Card,success
3315,854,2024-12-24,1314.78,bill_pay,UPI,success
3316,854,2024-10-16,650.21,recharge,UPI,success
3317,855,2025-05-08,1983.59,bill_pay,UPI,success
3318,855,2025-05-12,151.99,bill_pay,UPI,success
3319,855,2025-01-17,537.68,bill_pay,UPI,failed
3320,855,2025-06-08,644.48,recharge,Card,success
3321,855,2025-06-15,7433.15,recharge,UPI,success
3322,855,2025-06-23,290.66,bill_pay,UPI,success
3323,855,2025-04-28,370.54,recharge,UPI,success
3324,855,2025-02-09,208.45,bill_pay,NetBanking,success
3325,855,2025-01-25,134.51,bill_pay,UPI,success
3326,855,2025-02-14,3518.11,recharge,NetBanking,success
3327,855,2025-04-17,1253.73,bill_pay,UPI,success
3328,855,2025-07-05,2433.46,recharge,NetBanking,success
3329,855,2025-06-22,548.75,investment,Wallet,success
3330,855,2025-05-13,430.49,recharge,Card,failed
3331,855,2025-03-28,833.14,investment,UPI,success
3332,856,2025-01-30,620.95,bill_pay,UPI,success
3333,856,2025-06-09,1306.68,bill_pay,NetBanking,success
3334,856,2024-11-24,1176.03,investment,UPI,success
3335,856,2025-01-25,3401.4,recharge,Card,success
3336,856,2024-11-12,2268.06,recharge,UPI,success
3337,856,2025-03-21,745.46,recharge,UPI,success
3338,856,2024-08-12,169.46,recharge,Card,success
3339,856,2024-09-08,150.06,recharge,UPI,failed
3340,856,2025-01-22,1077.8,bill_pay,Card,success
3341,857,2025-02-22,3832.57,investment,NetBanking,success
3342,857,2025-07-05,320.48,shopping,Card,success
3343,859,2025-06-03,858.22,recharge,UPI,success
3344,859,2024-12-24,921.49,recharge,UPI,success
3345,859,2024-07-29,1696.37,recharge,UPI,success
3346,859,2024-11-25,501.15,recharge,UPI,failed
3347,860,2025-01-10,715.19,recharge,UPI,success
3348,860,2024-12-26,1543.51,recharge,Card,success
3349,860,2025-01-04,5203.87,bill_pay,Card,success
3350,860,2024-12-29,1323.34,bill_pay,UPI,success
3351,860,2024-11-18,1530.72,recharge,Wallet,success
3352,860,2025-06-26,1169.31,recharge,UPI,success
3353,860,2024-09-02,630.26,shopping,UPI,success
3354,860,2025-06-23,2365.89,recharge,UPI,success
3355,861,2024-08-01,1172.75,bill_pay,UPI,success
3356,861,2025-06-03,790.26,bill_pay,NetBanking,success
3357,861,2025-02-22,2239.92,recharge,NetBanking,success
3358,861,2024-07-25,1680.96,recharge,Card,success
3359,864,2025-02-25,834.59,recharge,UPI,success
3360,864,2025-05-13,123.64,bill_pay,UPI,success
3361,864,2025-04-21,1400.5,recharge,Wallet,success
3362,864,2025-04-29,1357.67,shopping,UPI,success
3363,864,2025-05-24,1215.21,investment,UPI,success
3364,870,2025-06-29,3015.03,recharge,UPI,success
3365,870,2025-05-21,1035.37,recharge,Card,success
3366,870,2024-12-12,1077.34,shopping,Card,success
3367,870,2024-04-26,1513.85,recharge,Wallet,success
3368,870,2024-10-13,426.99,bill_pay,Wallet,success
3369,870,2024-11-26,439.28,bill_pay,NetBanking,success
3370,871,2025-01-07,2366.77,investment,UPI,success
3371,871,2025-02-05,134.21,bill_pay,UPI,success
3372,871,2024-10-03,5425.23,investment,Card,success
3373,871,2025-02-01,834.48,shopping,NetBanking,success
3374,871,2024-08-13,373.34,bill_pay,UPI,success
3375,871,2024-07-06,384.89,recharge,UPI,success
3376,871,2024-06-20,1468.08,shopping,UPI,success
3377,871,2024-11-04,1060.45,bill_pay,UPI,success
3378,871,2024-11-19,1512.46,bill_pay,UPI,success
3379,871,2024-09-27,746.74,recharge,NetBanking,failed
3380,873,2025-04-29,1521.45,bill_pay,Wallet,success
3381,873,2025-05-27,660.4,bill_pay,Wallet,failed
3382,873,2025-07-06,296.99,recharge,UPI,success
3383,873,2025-05-07,622.36,shopping,UPI,success
3384,873,2025-06-25,3369.38,bill_pay,Card,success
3385,873,2025-05-23,121.82,recharge,UPI,success
3386,873,2025-05-08,2497.87,recharge,NetBanking,success
3387,873,2025-04-14,2218.22,bill_pay,NetBanking,success
3388,875,2025-06-25,4746.23,shopping,UPI,success
3389,875,2024-11-02,2810.8,recharge,UPI,success
3390,875,2024-08-25,1801.14,recharge,UPI,success
3391,875,2025-04-07,751.03,shopping,Card,success
3392,875,2024-12-20,578.47,bill_pay,Card,success
3393,875,2025-06-02,1613.45,shopping,UPI,failed
3394,875,2025-01-18,3285.31,bill_pay,NetBanking,success
3395,879,2025-07-06,139.07,bill_pay,Card,success
3396,879,2025-07-06,842.48,bill_pay,UPI,success
3397,879,2025-07-06,926.71,bill_pay,UPI,failed
3398,879,2025-07-06,1124.32,recharge,NetBanking,success
3399,879,2025-07-06,188.38,recharge,UPI,success
3400,879,2025-07-06,440.39,recharge,UPI,success
3401,879,2025-07-06,2641.83,recharge,Card,success
3402,879,2025-07-06,861.23,recharge,UPI,success
3403,879,2025-07-06,609.32,recharge,Card,success
3404,881,2024-08-24,2724.23,recharge,UPI,success
3405,881,2024-02-21,1898.18,investment,UPI,success
3406,881,2024-08-25,477.42,investment,Wallet,success
3407,881,2025-04-06,714.23,recharge,UPI,success
3408,881,2024-08-24,159.98,recharge,UPI,success
3409,881,2024-05-08,1701.91,investment,NetBanking,success
3410,881,2024-08-30,182.51,bill_pay,NetBanking,success
3411,881,2025-04-15,1331.6,recharge,Wallet,success
3412,881,2024-07-24,2781.34,investment,UPI,success
3413,881,2024-11-09,3801.66,bill_pay,NetBanking,success
3414,881,2024-01-11,3114.32,investment,Card,success
3415,881,2024-07-12,330.76,recharge,UPI,success
3416,881,2025-04-06,111.45,recharge,NetBanking,success
3417,881,2024-09-18,593.22,bill_pay,Wallet,success
3418,881,2025-03-20,126.99,bill_pay,Card,success
3419,883,2025-06-25,3132.86,shopping,UPI,success
3420,883,2025-06-28,1924.69,recharge,UPI,success
3421,883,2025-03-25,5054.6,bill_pay,UPI,success
3422,883,2025-06-02,477.52,bill_pay,UPI,success
3423,883,2025-04-20,636.74,recharge,UPI,success
3424,884,2025-06-07,1630.27,bill_pay,UPI,success
3425,884,2025-05-24,832.84,recharge,UPI,success
3426,884,2025-06-03,458.33,recharge,Card,success
3427,884,2025-06-14,362.82,recharge,UPI,success
3428,884,2025-06-12,1622.26,recharge,UPI,success
3429,884,2025-05-17,1037.44,shopping,UPI,success
3430,884,2025-05-11,699.03,bill_pay,UPI,success
3431,884,2025-07-02,466.48,bill_pay,UPI,success
3432,884,2025-05-24,4160.92,bill_pay,UPI,success
3433,884,2025-06-24,496.84,recharge,UPI,success
3434,884,2025-06-11,2663.07,shopping,UPI,success
3435,884,2025-05-24,3057.09,bill_pay,Card,success
3436,884,2025-06-17,1547.09,shopping,UPI,success
3437,884,2025-06-19,5485.03,recharge,UPI,success
3438,884,2025-05-20,372.2,recharge,UPI,success
3439,884,2025-06-30,1496.05,recharge,UPI,success
3440,884,2025-07-02,2490.11,shopping,NetBanking,success
3441,884,2025-05-24,379.43,bill_pay,UPI,success
3442,884,2025-06-27,226.0,bill_pay,Wallet,success
3443,884,2025-06-07,340.11,bill_pay,Card,success
3444,886,2024-06-07,564.55,bill_pay,UPI,failed
3445,886,2024-07-30,956.54,investment,UPI,success
3446,886,2024-11-18,1955.52,investment,NetBanking,success
3447,886,2024-04-02,432.4,shopping,UPI,failed
3448,886,2024-02-17,658.73,recharge,UPI,success
3449,886,2024-09-14,618.44,recharge,UPI,failed
3450,886,2025-06-04,2146.7,investment,Wallet,success
3451,886,2024-06-07,4110.39,recharge,NetBanking,success
3452,886,2025-02-04,327.14,bill_pay,NetBanking,success
3453,886,2024-11-11,1349.46,shopping,UPI,success
3454,886,2024-03-07,405.02,shopping,UPI,failed
3455,886,2024-09-12,460.39,investment,Card,success
3456,886,2024-02-01,825.82,shopping,NetBanking,success
3457,886,2025-06-20,6215.62,bill_pay,Card,success
3458,886,2025-04-23,4707.02,shopping,UPI,success
3459,886,2025-02-25,1820.14,recharge,NetBanking,success
3460,886,2025-03-05,1166.43,shopping,UPI,success
3461,887,2025-07-06,805.22,shopping,UPI,success
3462,887,2025-05-30,3746.15,recharge,Card,failed
3463,887,2025-04-25,1841.08,shopping,Card,failed
3464,887,2025-05-18,1112.83,bill_pay,Card,success
3465,887,2025-06-13,3236.15,shopping,UPI,success
3466,887,2025-04-17,751.54,bill_pay,UPI,success
3467,887,2025-05-02,880.14,investment,Card,success
3468,887,2025-06-10,841.2,investment,UPI,success
3469,888,2025-03-05,597.09,recharge,NetBanking,success
3470,888,2025-06-25,1004.44,shopping,UPI,success
3471,891,2024-06-18,1857.14,investment,UPI,success
3472,891,2024-05-18,2436.8,shopping,UPI,failed
3473,891,2025-02-24,589.58,investment,NetBanking,success
3474,891,2024-05-24,1661.56,shopping,UPI,success
3475,891,2025-05-08,150.6,bill_pay,UPI,success
3476,891,2024-05-03,2589.25,bill_pay,UPI,success
3477,891,2024-12-05,4974.39,bill_pay,NetBanking,success
3478,891,2024-09-01,501.36,recharge,Wallet,success
3479,891,2024-06-24,1406.69,investment,UPI,success
3480,891,2024-05-17,218.95,bill_pay,UPI,success
3481,892,2025-04-03,1177.58,investment,UPI,success
3482,892,2025-06-19,1254.97,recharge,Card,success
3483,892,2025-03-24,341.02,recharge,Card,failed
3484,893,2025-06-14,1563.92,recharge,UPI,success
3485,893,2025-06-17,3248.51,bill_pay,UPI,success
3486,893,2025-06-19,1188.43,shopping,UPI,success
3487,893,2025-07-03,6911.59,shopping,UPI,success
3488,893,2025-06-03,710.22,recharge,Card,success
3489,893,2025-06-09,183.68,recharge,UPI,success
3490,893,2025-06-08,2094.61,shopping,UPI,success
3491,893,2025-07-05,387.56,shopping,NetBanking,success
3492,893,2025-07-03,667.1,shopping,UPI,success
3493,893,2025-06-06,3713.43,investment,NetBanking,success
3494,893,2025-07-01,1647.73,bill_pay,Card,success
3495,893,2025-06-21,397.88,investment,UPI,success
3496,893,2025-06-01,234.69,investment,UPI,success
3497,893,2025-06-23,3590.21,recharge,NetBanking,success
3498,893,2025-05-29,253.52,investment,UPI,success
3499,893,2025-06-14,3537.75,bill_pay,Card,success
3500,893,2025-07-01,2381.79,bill_pay,NetBanking,success
3501,893,2025-05-29,4364.6,recharge,UPI,success
3502,893,2025-06-24,622.67,bill_pay,Card,failed
3503,893,2025-05-26,656.6,recharge,UPI,success
3504,895,2024-08-09,550.35,bill_pay,NetBanking,failed
3505,895,2024-03-02,481.78,recharge,UPI,success
3506,895,2024-10-02,2097.43,recharge,Card,success
3507,895,2024-04-08,1157.27,recharge,UPI,failed
3508,895,2024-09-30,498.3,shopping,Wallet,success
3509,895,2024-06-02,622.5,recharge,UPI,success
3510,895,2024-03-23,2314.45,bill_pay,Card,success
3511,897,2025-04-22,561.04,bill_pay,UPI,success
3512,897,2025-04-19,181.67,recharge,Card,success
3513,897,2025-03-26,1209.19,shopping,UPI,success
3514,897,2025-05-16,181.04,bill_pay,UPI,success
3515,897,2025-02-22,251.87,bill_pay,UPI,success
3516,897,2025-07-06,608.43,shopping,Card,success
3517,897,2025-02-10,254.25,recharge,Wallet,success
3518,897,2025-03-17,1432.71,shopping,UPI,success
3519,897,2025-05-24,1832.82,shopping,UPI,success
3520,897,2025-05-13,1580.98,investment,UPI,success
3521,897,2025-05-26,877.23,recharge,UPI,success
3522,897,2025-02-06,1083.7,shopping,Card,success
3523,897,2025-03-01,976.93,investment,UPI,success
3524,900,2024-04-30,5951.58,bill_pay,Wallet,success
3525,901,2024-12-13,424.94,recharge,UPI,success
3526,901,2025-03-25,1548.47,bill_pay,NetBanking,failed
3527,901,2025-03-11,2479.57,investment,Card,success
3528,901,2025-01-09,3074.11,recharge,UPI,success
3529,901,2025-01-03,2808.21,bill_pay,UPI,success
3530,901,2025-06-26,219.98,shopping,Card,success
3531,901,2025-05-01,2428.2,recharge,Card,success
3532,901,2024-11-23,1937.75,recharge,UPI,success
3533,902,2025-02-18,1516.01,bill_pay,Wallet,success
3534,902,2025-06-03,944.78,bill_pay,UPI,success
3535,902,2025-06-28,2135.56,investment,NetBanking,success
3536,902,2025-05-23,1097.81,recharge,UPI,success
3537,902,2025-03-10,1355.52,recharge,UPI,failed
3538,902,2025-05-09,1001.88,bill_pay,UPI,success
3539,902,2025-04-30,1060.61,investment,UPI,success
3540,902,2025-03-04,1290.7,shopping,Card,success
3541,902,2025-06-18,745.37,investment,UPI,success
3542,902,2025-05-18,1774.48,bill_pay,UPI,success
3543,902,2025-06-05,202.68,investment,Card,success
3544,902,2025-05-07,1925.13,recharge,Card,failed
3545,902,2025-04-27,308.95,recharge,UPI,success
3546,902,2025-03-11,2897.95,recharge,UPI,failed
3547,902,2025-02-21,2304.65,bill_pay,UPI,success
3548,902,2025-05-24,2510.66,bill_pay,NetBanking,success
3549,902,2025-02-28,732.22,shopping,Card,success
3550,905,2024-04-28,614.12,shopping,UPI,success
3551,905,2025-02-12,1284.92,recharge,UPI,success
3552,905,2024-11-07,4871.21,recharge,UPI,success
3553,905,2024-09-06,934.3,bill_pay,NetBanking,success
3554,905,2024-11-22,1039.87,recharge,UPI,success
3555,905,2024-09-08,166.4,shopping,UPI,success
3556,905,2024-09-06,259.77,shopping,NetBanking,success
3557,905,2025-01-28,1416.49,shopping,Wallet,success
3558,907,2025-05-18,420.19,bill_pay,UPI,success
3559,907,2025-01-06,1237.2,recharge,Wallet,success
3560,907,2025-02-14,425.91,recharge,UPI,success
3561,907,2025-02-09,672.61,investment,Card,success
3562,911,2025-07-05,551.11,shopping,Card,success
3563,911,2025-07-06,951.5,investment,UPI,success
3564,911,2025-07-06,1964.07,investment,Card,success
3565,911,2025-07-05,4373.13,shopping,UPI,success
3566,911,2025-07-05,1454.02,recharge,UPI,success
3567,911,2025-07-06,1489.76,bill_pay,Card,success
3568,911,2025-07-06,4926.65,recharge,UPI,success
3569,913,2025-07-06,937.98,recharge,Card,success
3570,913,2025-06-14,1185.18,shopping,UPI,success
3571,913,2025-06-18,836.89,investment,UPI,success
3572,913,2025-06-02,187.21,shopping,UPI,success
3573,913,2025-07-06,3573.67,bill_pay,UPI,success
3574,913,2025-06-05,1985.3,shopping,Wallet,success
3575,913,2025-06-16,605.56,recharge,UPI,success
3576,913,2025-07-02,1032.56,recharge,UPI,success
3577,913,2025-06-02,2752.79,investment,UPI,success
3578,913,2025-06-07,511.44,shopping,Wallet,success
3579,913,2025-06-13,1511.42,shopping,UPI,success
3580,913,2025-06-27,4256.08,investment,UPI,success
3581,913,2025-06-27,2357.65,shopping,NetBanking,success
3582,913,2025-06-25,3232.75,shopping,Card,success
3583,913,2025-06-17,281.54,shopping,NetBanking,success
3584,913,2025-07-05,347.97,investment,NetBanking,failed
3585,913,2025-06-18,2614.49,shopping,UPI,success
3586,914,2024-12-07,3165.5,bill_pay,UPI,success
3587,914,2025-06-14,1026.6,bill_pay,UPI,success
3588,914,2025-01-30,717.7,shopping,UPI,success
3589,914,2024-10-19,2573.0,recharge,Wallet,success
3590,914,2025-06-08,103.53,bill_pay,Card,success
3591,914,2024-12-02,101.14,recharge,UPI,success
3592,914,2025-06-26,324.04,investment,NetBanking,success
3593,914,2025-03-01,1493.82,bill_pay,NetBanking,success
3594,914,2025-04-21,1744.2,recharge,Card,success
3595,914,2025-06-03,1938.25,recharge,Card,success
3596,914,2025-04-04,3375.38,recharge,UPI,success
3597,914,2024-12-02,353.49,shopping,UPI,success
3598,914,2024-10-08,1291.46,recharge,Card,success
3599,914,2024-10-16,1194.32,investment,UPI,failed
3600,914,2025-06-24,1908.82,bill_pay,Card,success
3601,914,2024-09-29,702.13,bill_pay,UPI,success
3602,914,2024-09-29,340.59,shopping,UPI,success
3603,914,2025-03-04,1515.77,investment,Card,success
3604,917,2025-05-17,343.11,investment,UPI,success
3605,917,2025-04-14,2318.62,recharge,UPI,failed
3606,917,2025-02-18,469.57,bill_pay,NetBanking,success
3607,917,2025-06-18,386.42,recharge,Card,success
3608,917,2025-06-01,10670.56,investment,Card,success
3609,917,2025-06-08,368.6,bill_pay,UPI,success
3610,917,2025-03-27,744.27,bill_pay,UPI,success
3611,917,2025-06-03,3762.3,recharge,UPI,success
3612,917,2025-06-11,691.11,bill_pay,UPI,success
3613,917,2025-05-08,489.14,investment,UPI,success
3614,917,2025-04-14,873.41,shopping,UPI,failed
3615,918,2025-07-01,2049.05,investment,Card,success
3616,918,2025-07-04,2594.8,investment,NetBanking,failed
3617,918,2025-06-28,2753.84,shopping,Card,success
3618,918,2025-06-30,1244.09,recharge,UPI,failed
3619,918,2025-06-25,336.34,shopping,Card,success
3620,918,2025-07-03,2649.12,bill_pay,UPI,success
3621,918,2025-07-02,558.24,shopping,UPI,success
3622,918,2025-07-04,406.0,shopping,UPI,failed
3623,918,2025-07-04,219.86,recharge,NetBanking,success
3624,918,2025-07-02,384.62,investment,Card,failed
3625,918,2025-07-01,1793.96,recharge,UPI,success
3626,918,2025-06-28,807.85,investment,UPI,success
3627,918,2025-06-26,530.17,bill_pay,UPI,success
3628,919,2025-06-14,907.99,bill_pay,UPI,success
3629,919,2025-05-12,312.24,investment,UPI,success
3630,919,2025-06-06,321.65,shopping,UPI,failed
3631,919,2025-06-20,861.03,recharge,UPI,success
3632,919,2025-04-19,2085.12,recharge,UPI,success
3633,919,2025-06-08,413.89,bill_pay,UPI,success
3634,919,2025-06-28,248.65,recharge,UPI,success
3635,919,2025-06-26,1003.78,recharge,Card,success
3636,919,2025-06-29,110.79,shopping,UPI,success
3637,919,2025-06-29,4100.55,bill_pay,Card,success
3638,919,2025-06-15,1492.49,recharge,UPI,success
3639,919,2025-04-28,1125.66,recharge,UPI,success
3640,919,2025-06-15,219.49,recharge,Card,success
