user_id,signup_date,device_type,acquisition_channel,region,is_kyc_completed,referral_source,signup_month,days_since_signup,device_web_flag
1254,28-08-2024,iOS,Social,North,FALSE,Unknown,2024-08,318,0
1255,09-06-2024,iOS,Social,West,FALSE,Unknown,2024-06,398,0
1256,12-07-2024,Web,Organic,East,TRUE,Unknown,2024-07,365,1
1257,04-03-2025,iOS,Organic,West,FALSE,Unknown,2025-03,130,0
1258,01-01-2024,Android,Organic,West,FALSE,Unknown,2024-01,558,0
1259,30-09-2024,Android,Referral,East,TRUE,PromoCode,2024-09,285,0
1260,22-07-2024,Android,Social,East,TRUE,Unknown,2024-07,355,0
1261,05-03-2024,iOS,Paid,South,TRUE,Unknown,2024-03,494,0
1262,29-05-2025,Android,Organic,East,TRUE,Unknown,2025-05,44,0
1263,31-05-2024,iOS,Paid,North,FALSE,Unknown,2024-05,407,0
1264,11-12-2024,Android,Organic,West,FALSE,Unknown,2024-12,213,0
1265,27-11-2024,Android,Organic,South,TRUE,Unknown,2024-11,227,0
1266,04-05-2025,Android,Paid,East,FALSE,Unknown,2025-05,69,0
1267,08-07-2024,iOS,Organic,West,TRUE,Unknown,2024-07,369,0
1268,12-04-2024,Android,Organic,North,FALSE,Unknown,2024-04,456,0
1269,09-10-2024,Android,Referral,North,TRUE,Friend,2024-10,276,0
1270,23-02-2025,Android,Organic,South,TRUE,Unknown,2025-02,139,0
1271,13-03-2025,Android,Organic,North,TRUE,Unknown,2025-03,121,0
1272,04-08-2024,Android,Organic,West,TRUE,Unknown,2024-08,342,0
1273,23-06-2024,iOS,Social,East,TRUE,Unknown,2024-06,384,0
1274,14-04-2025,Android,Referral,North,TRUE,Influencer,2025-04,89,0
1275,10-05-2025,Android,Organic,East,TRUE,Unknown,2025-05,63,0
1276,14-04-2024,iOS,Paid,West,FALSE,Unknown,2024-04,454,0
1277,18-04-2025,Web,Organic,West,TRUE,Unknown,2025-04,85,1
1278,22-11-2024,iOS,Referral,East,FALSE,Influencer,2024-11,232,0
1279,09-12-2024,Android,Referral,West,FALSE,PromoCode,2024-12,215,0
1280,23-01-2024,iOS,Social,South,TRUE,Unknown,2024-01,536,0
1281,02-04-2024,Web,Paid,North,FALSE,Unknown,2024-04,466,1
1282,08-01-2024,iOS,Social,South,TRUE,Unknown,2024-01,551,0
1283,10-10-2024,Android,Social,South,TRUE,Unknown,2024-10,275,0
1284,13-03-2025,Android,Social,South,TRUE,Unknown,2025-03,121,0
1285,13-02-2025,iOS,Paid,East,TRUE,Unknown,2025-02,149,0
1286,02-01-2025,Android,Organic,East,TRUE,Unknown,2025-01,191,0
1287,17-03-2024,Android,Organic,West,FALSE,Unknown,2024-03,482,0
1288,24-08-2024,iOS,Organic,East,TRUE,Unknown,2024-08,322,0
1289,05-08-2024,iOS,Organic,West,FALSE,Unknown,2024-08,341,0
1290,26-06-2025,Android,Referral,East,FALSE,PromoCode,2025-06,16,0
1291,20-04-2025,iOS,Referral,West,TRUE,PromoCode,2025-04,83,0
1292,12-03-2024,Android,Social,North,FALSE,Unknown,2024-03,487,0
1293,01-09-2024,Android,Organic,West,FALSE,Unknown,2024-09,314,0
1294,24-04-2024,iOS,Organic,North,TRUE,Unknown,2024-04,444,0
1295,10-02-2024,Android,Referral,West,FALSE,Friend,2024-02,518,0
1296,11-04-2024,Android,Organic,East,FALSE,Unknown,2024-04,457,0
1297,05-08-2024,Web,Organic,East,FALSE,Unknown,2024-08,341,1
1298,02-09-2024,Android,Social,North,TRUE,Unknown,2024-09,313,0
1299,19-01-2025,Android,Referral,South,TRUE,PromoCode,2025-01,174,0
1300,13-04-2025,Web,Paid,South,TRUE,Unknown,2025-04,90,1
1301,21-08-2024,iOS,Social,West,FALSE,Unknown,2024-08,325,0
1302,02-07-2024,iOS,Referral,East,TRUE,PromoCode,2024-07,375,0
1303,28-05-2024,iOS,Referral,South,TRUE,Friend,2024-05,410,0
1304,01-05-2024,Android,Social,East,FALSE,Unknown,2024-05,437,0
1305,05-05-2024,iOS,Organic,East,TRUE,Unknown,2024-05,433,0
1306,12-03-2024,Android,Referral,East,TRUE,PromoCode,2024-03,487,0
1307,06-06-2024,iOS,Organic,West,TRUE,Unknown,2024-06,401,0
1308,12-02-2025,Android,Organic,North,TRUE,Unknown,2025-02,150,0
1309,14-09-2024,iOS,Social,West,FALSE,Unknown,2024-09,301,0
1310,17-06-2024,Android,Paid,South,TRUE,Unknown,2024-06,390,0
1311,25-03-2024,Android,Referral,North,TRUE,Influencer,2024-03,474,0
1312,07-02-2024,iOS,Social,South,TRUE,Unknown,2024-02,521,0
1313,28-06-2025,iOS,Social,North,TRUE,Unknown,2025-06,14,0
1314,15-10-2024,iOS,Social,North,TRUE,Unknown,2024-10,270,0
1315,29-08-2024,Android,Paid,West,TRUE,Unknown,2024-08,317,0
1316,28-03-2025,Android,Organic,East,TRUE,Unknown,2025-03,106,0
1317,11-06-2024,iOS,Organic,East,TRUE,Unknown,2024-06,396,0
1318,31-05-2024,iOS,Paid,North,FALSE,Unknown,2024-05,407,0
1319,19-02-2024,iOS,Organic,West,TRUE,Unknown,2024-02,509,0
1320,14-07-2024,Web,Paid,South,TRUE,Unknown,2024-07,363,1
1321,25-04-2024,iOS,Referral,South,FALSE,PromoCode,2024-04,443,0
1322,28-05-2024,Android,Social,East,FALSE,Unknown,2024-05,410,0
1323,23-05-2025,iOS,Referral,East,FALSE,PromoCode,2025-05,50,0
1324,14-06-2024,Web,Referral,South,FALSE,PromoCode,2024-06,393,1
1325,21-01-2024,iOS,Organic,South,FALSE,Unknown,2024-01,538,0
1326,06-12-2024,iOS,Organic,West,FALSE,Unknown,2024-12,218,0
1327,31-05-2024,iOS,Organic,South,TRUE,Unknown,2024-05,407,0
1328,29-12-2024,Android,Referral,West,FALSE,Friend,2024-12,195,0
1329,31-05-2025,Android,Organic,East,FALSE,Unknown,2025-05,42,0
1330,25-02-2025,Android,Referral,South,TRUE,Friend,2025-02,137,0
1331,27-01-2025,Web,Paid,East,FALSE,Unknown,2025-01,166,1
1332,08-08-2024,iOS,Organic,North,TRUE,Unknown,2024-08,338,0
1333,04-12-2024,Android,Organic,North,TRUE,Unknown,2024-12,220,0
1334,02-01-2024,Web,Paid,North,FALSE,Unknown,2024-01,557,1
1335,27-12-2024,Android,Paid,South,FALSE,Unknown,2024-12,197,0
1336,15-05-2025,Android,Referral,East,FALSE,Influencer,2025-05,58,0
1337,09-05-2025,iOS,Referral,South,FALSE,Friend,2025-05,64,0
1338,04-07-2024,iOS,Paid,East,FALSE,Unknown,2024-07,373,0
1339,28-11-2024,Android,Social,West,FALSE,Unknown,2024-11,226,0
1340,17-05-2024,Android,Paid,South,FALSE,Unknown,2024-05,421,0
1341,16-05-2025,Android,Social,North,TRUE,Unknown,2025-05,57,0
1342,04-02-2025,Android,Organic,West,FALSE,Unknown,2025-02,158,0
1343,20-02-2025,Android,Referral,East,TRUE,Friend,2025-02,142,0
1344,06-05-2024,Android,Organic,South,FALSE,Unknown,2024-05,432,0
1345,23-02-2025,Android,Organic,East,TRUE,Unknown,2025-02,139,0
1346,20-08-2024,Android,Organic,East,FALSE,Unknown,2024-08,326,0
1347,29-12-2024,Android,Paid,South,TRUE,Unknown,2024-12,195,0
1348,20-06-2025,Android,Organic,South,FALSE,Unknown,2025-06,22,0
1349,21-03-2024,iOS,Organic,East,TRUE,Unknown,2024-03,478,0
1350,13-03-2024,iOS,Social,East,FALSE,Unknown,2024-03,486,0
1351,12-06-2024,Android,Social,West,TRUE,Unknown,2024-06,395,0
1352,30-06-2025,Android,Referral,North,FALSE,Influencer,2025-06,12,0
1353,11-04-2025,Android,Referral,East,TRUE,Friend,2025-04,92,0
1354,13-02-2024,Android,Social,North,FALSE,Unknown,2024-02,515,0
1355,01-07-2024,Android,Paid,West,TRUE,Unknown,2024-07,376,0
1356,06-02-2024,Android,Organic,North,FALSE,Unknown,2024-02,522,0
1357,02-12-2024,Android,Social,North,FALSE,Unknown,2024-12,222,0
1358,06-02-2025,iOS,Referral,West,TRUE,Influencer,2025-02,156,0
1359,12-03-2025,Android,Paid,East,TRUE,Unknown,2025-03,122,0
1360,07-05-2025,Android,Paid,North,TRUE,Unknown,2025-05,66,0
1361,22-06-2024,iOS,Paid,East,TRUE,Unknown,2024-06,385,0
1362,20-06-2025,Android,Social,East,TRUE,Unknown,2025-06,22,0
1363,09-02-2025,Android,Organic,South,TRUE,Unknown,2025-02,153,0
1364,11-05-2025,Android,Social,East,FALSE,Unknown,2025-05,62,0
1365,08-02-2025,Android,Social,East,FALSE,Unknown,2025-02,154,0
1366,19-09-2024,iOS,Referral,North,TRUE,Influencer,2024-09,296,0
1367,12-06-2024,Android,Paid,East,TRUE,Unknown,2024-06,395,0
1368,09-01-2024,Android,Organic,East,TRUE,Unknown,2024-01,550,0
1369,05-01-2024,Android,Organic,South,TRUE,Unknown,2024-01,554,0
1370,18-05-2025,Android,Organic,South,FALSE,Unknown,2025-05,55,0
1371,13-05-2025,iOS,Referral,North,FALSE,PromoCode,2025-05,60,0
1372,30-09-2024,iOS,Paid,North,TRUE,Unknown,2024-09,285,0
1373,30-06-2024,Android,Organic,South,FALSE,Unknown,2024-06,377,0
1374,20-08-2024,Android,Organic,South,FALSE,Unknown,2024-08,326,0
1375,12-04-2025,Android,Social,West,TRUE,Unknown,2025-04,91,0
1376,23-09-2024,iOS,Organic,East,TRUE,Unknown,2024-09,292,0
1377,29-06-2025,Android,Social,North,FALSE,Unknown,2025-06,13,0
1378,12-10-2024,Android,Organic,North,TRUE,Unknown,2024-10,273,0
1379,21-03-2025,Android,Paid,East,FALSE,Unknown,2025-03,113,0
1380,05-01-2025,Android,Organic,East,FALSE,Unknown,2025-01,188,0
1381,05-04-2025,Android,Paid,North,TRUE,Unknown,2025-04,98,0
1382,15-01-2024,Android,Referral,South,TRUE,PromoCode,2024-01,544,0
1383,18-05-2024,Android,Organic,South,FALSE,Unknown,2024-05,420,0
1384,13-01-2024,Android,Paid,East,TRUE,Unknown,2024-01,546,0
1385,21-02-2024,Android,Referral,North,FALSE,PromoCode,2024-02,507,0
1386,13-07-2024,iOS,Referral,East,TRUE,Influencer,2024-07,364,0
1387,28-12-2024,Android,Referral,South,FALSE,Friend,2024-12,196,0
1388,26-10-2024,Android,Organic,West,TRUE,Unknown,2024-10,259,0
1389,03-01-2025,iOS,Paid,West,TRUE,Unknown,2025-01,190,0
1390,17-02-2024,Android,Social,South,FALSE,Unknown,2024-02,511,0
1391,12-05-2025,iOS,Social,East,TRUE,Unknown,2025-05,61,0
1392,01-08-2024,iOS,Social,West,TRUE,Unknown,2024-08,345,0
1393,03-03-2025,Android,Organic,South,FALSE,Unknown,2025-03,131,0
1394,13-10-2024,Web,Referral,North,TRUE,PromoCode,2024-10,272,1
1395,07-03-2024,Android,Referral,East,TRUE,PromoCode,2024-03,492,0
1396,14-08-2024,Android,Organic,East,TRUE,Unknown,2024-08,332,0
1397,12-05-2024,Android,Social,West,TRUE,Unknown,2024-05,426,0
1398,14-04-2024,Android,Referral,East,TRUE,Influencer,2024-04,454,0
1399,02-06-2024,iOS,Organic,West,TRUE,Unknown,2024-06,405,0
1400,31-10-2024,iOS,Organic,West,TRUE,Unknown,2024-10,254,0
1401,19-09-2024,iOS,Social,South,TRUE,Unknown,2024-09,296,0
1402,29-09-2024,Web,Organic,West,TRUE,Unknown,2024-09,286,1
1403,01-02-2024,iOS,Organic,North,FALSE,Unknown,2024-02,527,0
1404,22-01-2025,iOS,Paid,East,TRUE,Unknown,2025-01,171,0
1405,14-04-2025,Android,Organic,West,TRUE,Unknown,2025-04,89,0
1406,21-11-2024,Android,Social,East,TRUE,Unknown,2024-11,233,0
1407,30-03-2024,Android,Paid,West,TRUE,Unknown,2024-03,469,0
1408,14-02-2024,iOS,Paid,South,FALSE,Unknown,2024-02,514,0
1409,13-08-2024,Android,Social,North,FALSE,Unknown,2024-08,333,0
1410,21-11-2024,Android,Paid,East,TRUE,Unknown,2024-11,233,0
1411,24-11-2024,Android,Organic,South,TRUE,Unknown,2024-11,230,0
1412,06-05-2024,Android,Referral,East,TRUE,PromoCode,2024-05,432,0
1413,26-04-2024,Android,Paid,South,TRUE,Unknown,2024-04,442,0
1414,23-12-2024,Android,Organic,North,TRUE,Unknown,2024-12,201,0
1415,20-11-2024,iOS,Referral,West,FALSE,PromoCode,2024-11,234,0
1416,18-09-2024,Android,Social,South,TRUE,Unknown,2024-09,297,0
1417,09-04-2025,iOS,Referral,East,FALSE,PromoCode,2025-04,94,0
1418,20-03-2024,Android,Social,East,TRUE,Unknown,2024-03,479,0
1419,14-04-2024,Android,Referral,South,TRUE,Influencer,2024-04,454,0
1420,08-06-2025,Android,Referral,North,FALSE,Influencer,2025-06,34,0
1421,03-07-2025,Android,Social,North,FALSE,Unknown,2025-07,9,0
1422,22-03-2025,Android,Organic,West,FALSE,Unknown,2025-03,112,0
1423,11-03-2025,Android,Organic,West,TRUE,Unknown,2025-03,123,0
1424,01-06-2024,Android,Referral,East,FALSE,PromoCode,2024-06,406,0
1425,26-02-2025,Android,Paid,East,TRUE,Unknown,2025-02,136,0
1426,09-10-2024,Android,Organic,West,FALSE,Unknown,2024-10,276,0
1427,02-03-2025,iOS,Organic,West,TRUE,Unknown,2025-03,132,0
1428,13-06-2025,iOS,Organic,West,FALSE,Unknown,2025-06,29,0
1429,07-09-2024,Android,Paid,South,FALSE,Unknown,2024-09,308,0
1430,21-02-2025,Web,Social,West,FALSE,Unknown,2025-02,141,1
1431,26-04-2025,Android,Social,South,TRUE,Unknown,2025-04,77,0
1432,25-03-2025,iOS,Referral,South,TRUE,Friend,2025-03,109,0
1433,05-05-2024,iOS,Social,West,FALSE,Unknown,2024-05,433,0
1434,23-09-2024,iOS,Paid,North,FALSE,Unknown,2024-09,292,0
1435,25-08-2024,Android,Organic,North,FALSE,Unknown,2024-08,321,0
1436,27-09-2024,Android,Organic,East,TRUE,Unknown,2024-09,288,0
1437,08-09-2024,Android,Referral,West,FALSE,PromoCode,2024-09,307,0
1438,27-10-2024,Android,Organic,East,TRUE,Unknown,2024-10,258,0
1439,02-05-2024,Android,Paid,West,TRUE,Unknown,2024-05,436,0
1440,09-10-2024,Android,Referral,East,TRUE,PromoCode,2024-10,276,0
1441,12-06-2024,Android,Paid,South,TRUE,Unknown,2024-06,395,0
1442,22-08-2024,Android,Social,West,FALSE,Unknown,2024-08,324,0
1443,22-11-2024,iOS,Referral,North,TRUE,Friend,2024-11,232,0
1444,10-02-2025,iOS,Organic,West,FALSE,Unknown,2025-02,152,0
1445,01-05-2024,Web,Paid,East,TRUE,Unknown,2024-05,437,1
1446,19-05-2025,Android,Referral,East,TRUE,PromoCode,2025-05,54,0
1447,16-06-2024,iOS,Organic,East,FALSE,Unknown,2024-06,391,0
1448,08-03-2025,iOS,Organic,East,FALSE,Unknown,2025-03,126,0
1449,19-03-2025,Android,Paid,East,FALSE,Unknown,2025-03,115,0
1450,27-09-2024,Android,Social,East,FALSE,Unknown,2024-09,288,0
1451,09-08-2024,Web,Paid,North,FALSE,Unknown,2024-08,337,1
1452,04-04-2025,Android,Social,East,FALSE,Unknown,2025-04,99,0
1453,18-01-2024,Android,Social,North,FALSE,Unknown,2024-01,541,0
1454,14-05-2024,Android,Organic,West,TRUE,Unknown,2024-05,424,0
1455,08-05-2025,Android,Referral,South,TRUE,Friend,2025-05,65,0
1456,24-01-2024,iOS,Paid,North,TRUE,Unknown,2024-01,535,0
1457,10-09-2024,iOS,Organic,West,TRUE,Unknown,2024-09,305,0
1458,05-05-2024,Android,Referral,South,TRUE,PromoCode,2024-05,433,0
1459,20-10-2024,Android,Referral,North,TRUE,Friend,2024-10,265,0
1460,24-04-2024,Android,Organic,North,TRUE,Unknown,2024-04,444,0
1461,02-12-2024,Android,Social,West,TRUE,Unknown,2024-12,222,0
1462,28-09-2024,Android,Referral,East,FALSE,PromoCode,2024-09,287,0
1463,15-06-2025,iOS,Social,North,TRUE,Unknown,2025-06,27,0
1464,12-05-2024,Android,Organic,North,TRUE,Unknown,2024-05,426,0
1465,02-02-2025,Android,Social,West,TRUE,Unknown,2025-02,160,0
1466,09-02-2024,iOS,Organic,East,TRUE,Unknown,2024-02,519,0
1467,10-04-2024,Android,Organic,South,FALSE,Unknown,2024-04,458,0
1468,24-11-2024,iOS,Referral,East,FALSE,Friend,2024-11,230,0
1469,04-12-2024,iOS,Referral,East,TRUE,PromoCode,2024-12,220,0
1470,09-02-2024,iOS,Paid,West,TRUE,Unknown,2024-02,519,0
1471,13-07-2024,Android,Paid,East,FALSE,Unknown,2024-07,364,0
1472,13-10-2024,Android,Organic,West,FALSE,Unknown,2024-10,272,0
1473,19-04-2025,Android,Referral,South,TRUE,Friend,2025-04,84,0
1474,05-05-2024,Android,Paid,North,TRUE,Unknown,2024-05,433,0
1475,21-09-2024,iOS,Paid,North,TRUE,Unknown,2024-09,294,0
1476,12-05-2025,iOS,Paid,West,FALSE,Unknown,2025-05,61,0
1477,12-03-2025,iOS,Social,West,FALSE,Unknown,2025-03,122,0
1478,24-06-2024,Web,Referral,East,FALSE,Friend,2024-06,383,1
1479,26-10-2024,iOS,Referral,East,TRUE,Influencer,2024-10,259,0
1480,21-05-2024,Android,Social,North,FALSE,Unknown,2024-05,417,0
1481,08-05-2025,Android,Paid,North,FALSE,Unknown,2025-05,65,0
1482,18-05-2024,iOS,Organic,North,TRUE,Unknown,2024-05,420,0
1483,19-12-2024,Android,Organic,West,TRUE,Unknown,2024-12,205,0
1484,13-02-2025,Android,Referral,South,FALSE,Friend,2025-02,149,0
1485,21-12-2024,Android,Organic,South,TRUE,Unknown,2024-12,203,0
1486,15-04-2025,iOS,Paid,West,TRUE,Unknown,2025-04,88,0
1487,25-09-2024,Android,Organic,East,TRUE,Unknown,2024-09,290,0
1488,06-11-2024,iOS,Organic,South,TRUE,Unknown,2024-11,248,0
1489,22-06-2024,iOS,Paid,East,TRUE,Unknown,2024-06,385,0
1490,14-02-2024,Android,Social,North,FALSE,Unknown,2024-02,514,0
1491,13-08-2024,Android,Referral,North,TRUE,Influencer,2024-08,333,0
1492,29-06-2025,Android,Social,East,TRUE,Unknown,2025-06,13,0
1493,02-09-2024,iOS,Social,North,TRUE,Unknown,2024-09,313,0
1494,18-11-2024,iOS,Organic,West,TRUE,Unknown,2024-11,236,0
1495,23-03-2024,iOS,Organic,East,TRUE,Unknown,2024-03,476,0
1496,12-03-2025,Android,Referral,East,TRUE,Friend,2025-03,122,0
1497,14-03-2025,Android,Social,East,FALSE,Unknown,2025-03,120,0
1498,17-06-2025,Android,Paid,South,FALSE,Unknown,2025-06,25,0
1499,23-10-2024,iOS,Social,East,TRUE,Unknown,2024-10,262,0
1500,07-10-2024,Android,Organic,East,FALSE,Unknown,2024-10,278,0
1501,12-01-2024,Android,Organic,East,TRUE,Unknown,2024-01,547,0
1502,21-03-2025,Android,Referral,South,FALSE,Influencer,2025-03,113,0
1503,18-03-2024,Android,Paid,North,TRUE,Unknown,2024-03,481,0
1504,16-06-2025,Android,Organic,South,TRUE,Unknown,2025-06,26,0
1505,04-04-2024,Android,Organic,West,FALSE,Unknown,2024-04,464,0
1506,09-01-2025,Android,Organic,East,FALSE,Unknown,2025-01,184,0
1507,16-04-2025,Android,Referral,West,FALSE,PromoCode,2025-04,87,0
1508,12-12-2024,iOS,Social,South,FALSE,Unknown,2024-12,212,0
1509,15-10-2024,iOS,Social,North,TRUE,Unknown,2024-10,270,0
1510,18-03-2024,Android,Referral,North,TRUE,Friend,2024-03,481,0
1511,01-06-2025,iOS,Paid,East,FALSE,Unknown,2025-06,41,0
1512,11-11-2024,Android,Paid,North,TRUE,Unknown,2024-11,243,0
1513,02-07-2025,Android,Organic,South,FALSE,Unknown,2025-07,10,0
1514,04-05-2024,iOS,Organic,South,TRUE,Unknown,2024-05,434,0
1515,10-05-2024,iOS,Organic,North,FALSE,Unknown,2024-05,428,0
1516,28-10-2024,iOS,Social,East,TRUE,Unknown,2024-10,257,0
1517,15-01-2025,Android,Social,East,TRUE,Unknown,2025-01,178,0
1518,11-05-2024,Android,Paid,South,TRUE,Unknown,2024-05,427,0
1519,13-02-2025,iOS,Referral,North,TRUE,Friend,2025-02,149,0
1520,08-12-2024,Android,Organic,South,TRUE,Unknown,2024-12,216,0
1521,08-06-2024,Android,Referral,South,TRUE,PromoCode,2024-06,399,0
1522,06-08-2024,iOS,Referral,West,TRUE,Friend,2024-08,340,0
1523,15-06-2024,iOS,Paid,South,FALSE,Unknown,2024-06,392,0
1524,24-02-2024,iOS,Organic,East,TRUE,Unknown,2024-02,504,0
1525,24-06-2025,Android,Social,North,FALSE,Unknown,2025-06,18,0
1526,07-01-2024,iOS,Referral,North,TRUE,Friend,2024-01,552,0
1527,24-10-2024,Android,Social,West,TRUE,Unknown,2024-10,261,0
1528,26-03-2025,Android,Social,West,TRUE,Unknown,2025-03,108,0
1529,29-06-2025,iOS,Social,East,TRUE,Unknown,2025-06,13,0
1530,23-06-2025,Android,Organic,West,FALSE,Unknown,2025-06,19,0
1531,21-04-2024,Android,Organic,South,TRUE,Unknown,2024-04,447,0
1532,22-07-2024,iOS,Organic,South,FALSE,Unknown,2024-07,355,0
1533,15-06-2024,Android,Organic,East,FALSE,Unknown,2024-06,392,0
1534,20-10-2024,Android,Paid,North,TRUE,Unknown,2024-10,265,0
1535,05-01-2024,Android,Referral,East,FALSE,Influencer,2024-01,554,0
1536,08-04-2025,Android,Paid,West,TRUE,Unknown,2025-04,95,0
1537,19-02-2024,Android,Organic,North,TRUE,Unknown,2024-02,509,0
1538,21-01-2025,iOS,Social,North,TRUE,Unknown,2025-01,172,0
1539,12-06-2024,iOS,Organic,North,FALSE,Unknown,2024-06,395,0
1540,25-02-2024,Android,Organic,West,TRUE,Unknown,2024-02,503,0
1541,10-09-2024,iOS,Referral,South,TRUE,Friend,2024-09,305,0
1542,22-03-2025,Android,Referral,South,TRUE,PromoCode,2025-03,112,0
1543,02-06-2025,Android,Paid,West,TRUE,Unknown,2025-06,40,0
1544,23-07-2024,iOS,Organic,West,TRUE,Unknown,2024-07,354,0
1545,02-04-2025,Android,Referral,East,FALSE,PromoCode,2025-04,101,0
1546,25-12-2024,Web,Organic,East,TRUE,Unknown,2024-12,199,1
1547,16-12-2024,Android,Organic,South,TRUE,Unknown,2024-12,208,0
1548,19-07-2024,iOS,Referral,West,TRUE,Friend,2024-07,358,0
1549,27-08-2024,Android,Organic,East,FALSE,Unknown,2024-08,319,0
1550,20-06-2025,Android,Organic,West,TRUE,Unknown,2025-06,22,0
1551,22-03-2025,Android,Paid,West,TRUE,Unknown,2025-03,112,0
1552,03-12-2024,iOS,Social,South,TRUE,Unknown,2024-12,221,0
1553,03-05-2024,Android,Social,South,TRUE,Unknown,2024-05,435,0
1554,28-06-2025,Web,Paid,West,FALSE,Unknown,2025-06,14,1
1555,17-09-2024,Android,Organic,North,FALSE,Unknown,2024-09,298,0
1556,27-04-2025,Android,Organic,North,TRUE,Unknown,2025-04,76,0
1557,24-03-2025,Android,Organic,West,TRUE,Unknown,2025-03,110,0
1558,05-05-2024,iOS,Paid,South,TRUE,Unknown,2024-05,433,0
1559,29-06-2025,iOS,Referral,North,FALSE,PromoCode,2025-06,13,0
1560,04-01-2024,Android,Paid,South,TRUE,Unknown,2024-01,555,0
1561,19-08-2024,iOS,Paid,North,FALSE,Unknown,2024-08,327,0
1562,27-03-2025,Android,Organic,West,TRUE,Unknown,2025-03,107,0
1563,27-03-2024,iOS,Paid,East,FALSE,Unknown,2024-03,472,0
1564,29-09-2024,iOS,Organic,East,TRUE,Unknown,2024-09,286,0
1565,25-07-2024,Android,Paid,South,TRUE,Unknown,2024-07,352,0
1566,12-11-2024,Android,Referral,South,TRUE,PromoCode,2024-11,242,0
1567,12-07-2024,Web,Referral,North,TRUE,PromoCode,2024-07,365,1
1568,29-06-2025,iOS,Paid,West,TRUE,Unknown,2025-06,13,0
1569,25-08-2024,Android,Paid,North,FALSE,Unknown,2024-08,321,0
1570,18-01-2024,Android,Organic,West,TRUE,Unknown,2024-01,541,0
1571,12-03-2025,Android,Organic,West,TRUE,Unknown,2025-03,122,0
1572,11-05-2024,Android,Referral,South,FALSE,Influencer,2024-05,427,0
1573,19-10-2024,iOS,Organic,East,TRUE,Unknown,2024-10,266,0
1574,24-06-2024,iOS,Referral,East,TRUE,PromoCode,2024-06,383,0
1575,07-06-2025,Android,Referral,South,FALSE,Influencer,2025-06,35,0
1576,12-04-2025,Android,Social,East,FALSE,Unknown,2025-04,91,0
1577,10-04-2024,Android,Social,South,TRUE,Unknown,2024-04,458,0
1578,23-05-2025,Android,Organic,North,TRUE,Unknown,2025-05,50,0
1579,06-10-2024,Android,Social,West,FALSE,Unknown,2024-10,279,0
1580,13-02-2025,Android,Referral,East,TRUE,Influencer,2025-02,149,0
1581,04-12-2024,Android,Referral,East,TRUE,Influencer,2024-12,220,0
1582,27-02-2025,Android,Organic,North,FALSE,Unknown,2025-02,135,0
1583,04-12-2024,Android,Social,North,FALSE,Unknown,2024-12,220,0
1584,14-06-2024,Android,Organic,East,TRUE,Unknown,2024-06,393,0
1585,24-05-2025,Android,Social,East,TRUE,Unknown,2025-05,49,0
1586,09-10-2024,Android,Organic,South,TRUE,Unknown,2024-10,276,0
1587,08-09-2024,Android,Referral,South,TRUE,PromoCode,2024-09,307,0
1588,11-10-2024,Android,Paid,East,FALSE,Unknown,2024-10,274,0
1589,28-06-2024,Android,Organic,South,TRUE,Unknown,2024-06,379,0
1590,01-08-2024,iOS,Organic,North,TRUE,Unknown,2024-08,345,0
1591,07-04-2024,Web,Paid,West,FALSE,Unknown,2024-04,461,1
1592,07-02-2024,iOS,Organic,South,TRUE,Unknown,2024-02,521,0
1593,02-08-2024,Android,Paid,West,FALSE,Unknown,2024-08,344,0
1594,02-05-2024,iOS,Referral,South,TRUE,Friend,2024-05,436,0
1595,28-01-2024,iOS,Social,East,FALSE,Unknown,2024-01,531,0
1596,30-12-2024,Android,Referral,South,FALSE,Influencer,2024-12,194,0
1597,12-08-2024,Android,Organic,West,TRUE,Unknown,2024-08,334,0
1598,29-01-2025,iOS,Organic,West,FALSE,Unknown,2025-01,164,0
1599,05-05-2024,Android,Organic,East,TRUE,Unknown,2024-05,433,0
1600,23-02-2025,Android,Social,West,FALSE,Unknown,2025-02,139,0
1601,16-05-2024,iOS,Social,East,FALSE,Unknown,2024-05,422,0
1602,26-07-2024,iOS,Organic,East,FALSE,Unknown,2024-07,351,0
1603,16-02-2024,Android,Organic,West,FALSE,Unknown,2024-02,512,0
1604,27-04-2025,Android,Social,North,FALSE,Unknown,2025-04,76,0
1605,16-07-2024,Android,Social,West,TRUE,Unknown,2024-07,361,0
1606,11-02-2024,iOS,Social,West,FALSE,Unknown,2024-02,517,0
1607,16-03-2025,Android,Social,South,FALSE,Unknown,2025-03,118,0
1608,08-01-2024,Android,Paid,West,TRUE,Unknown,2024-01,551,0
1609,19-04-2024,iOS,Organic,South,FALSE,Unknown,2024-04,449,0
1610,11-05-2024,Android,Paid,South,TRUE,Unknown,2024-05,427,0
1611,09-09-2024,iOS,Paid,West,FALSE,Unknown,2024-09,306,0
1612,29-04-2025,Android,Paid,East,FALSE,Unknown,2025-04,74,0
1613,12-02-2025,Android,Paid,North,TRUE,Unknown,2025-02,150,0
1614,20-08-2024,iOS,Organic,West,TRUE,Unknown,2024-08,326,0
1615,04-04-2024,Android,Organic,West,FALSE,Unknown,2024-04,464,0
1616,08-03-2024,Android,Paid,East,TRUE,Unknown,2024-03,491,0
1617,25-05-2024,Android,Organic,South,FALSE,Unknown,2024-05,413,0
1618,23-03-2025,iOS,Paid,East,FALSE,Unknown,2025-03,111,0
